YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2024,1,FL,"Electric Generators, Electric Utilities",Coal,"827,241"
2024,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"22,644"
2024,1,FL,"Electric Generators, Electric Utilities",Natural Gas,"14,029,814"
2024,1,FL,"Electric Generators, Electric Utilities",Nuclear,"2,601,842"
2024,1,FL,"Electric Generators, Electric Utilities",Other,"-3,884"
2024,1,FL,"Electric Generators, Electric Utilities",Petroleum,"58,263"
2024,1,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"810,019"
2024,1,FL,"Electric Generators, Electric Utilities",Other Biomass,"2,998"
2024,1,FL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"36,356"
2024,1,GA,Total Electric Power Industry,Total,"12,589,781"
2024,1,GA,Total Electric Power Industry,Coal,"2,080,689"
2024,1,GA,Total Electric Power Industry,Pumped Storage,"-61,039"
2024,1,GA,Total Electric Power Industry,Hydroelectric Conventional,"434,836"
2024,1,GA,Total Electric Power Industry,Natural Gas,"5,458,869"
2024,1,GA,Total Electric Power Industry,Nuclear,"3,676,738"
2024,1,GA,Total Electric Power Industry,Other,"7,453"
2024,1,GA,Total Electric Power Industry,Petroleum,"48,236"
2024,1,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"504,592"
2024,1,GA,Total Electric Power Industry,Other Biomass,"20,502"
2024,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,"418,907"
2024,1,GA,"Combined Heat and Power, Industrial Power",Total,"424,465"
2024,1,GA,"Combined Heat and Power, Industrial Power",Coal,"15,794"
2024,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"1,844"
2024,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,"87,744"
2024,1,GA,"Combined Heat and Power, Industrial Power",Other,"6,125"
2024,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,"27,423"
2024,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,765
2024,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"284,771"
2024,1,GA,"Combined Heat and Power, Commercial Power",Total,160
2024,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2024,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,67
2024,1,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,93
2024,1,GA,"Combined Heat and Power, Electric Power",Total,"39,467"
2024,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,"8,812"
2024,1,GA,"Combined Heat and Power, Electric Power",Petroleum,0
2024,1,GA,"Combined Heat and Power, Electric Power",Other Biomass,492
2024,1,GA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"30,163"
2024,1,GA,"Electric Generators, Independent Power Producers",Total,"1,551,425"
2024,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,426"
2024,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,"957,443"
2024,1,GA,"Electric Generators, Independent Power Producers",Other,"1,328"
2024,1,GA,"Electric Generators, Independent Power Producers",Petroleum,"5,069"
2024,1,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"462,941"
2024,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,"19,244"
2024,1,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"103,973"
2024,1,GA,"Electric Generators, Electric Utilities",Total,"10,574,264"
2024,1,GA,"Electric Generators, Electric Utilities",Coal,"2,064,895"
2024,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,"-61,039"
2024,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"431,565"
2024,1,GA,"Electric Generators, Electric Utilities",Natural Gas,"4,404,870"
2024,1,GA,"Electric Generators, Electric Utilities",Nuclear,"3,676,738"
2024,1,GA,"Electric Generators, Electric Utilities",Other,0
2024,1,GA,"Electric Generators, Electric Utilities",Petroleum,"15,677"
2024,1,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"41,558"
2024,1,HI,Total Electric Power Industry,Total,"775,418"
2024,1,HI,Total Electric Power Industry,Geothermal,"26,511"
2024,1,HI,Total Electric Power Industry,Hydroelectric Conventional,"5,665"
2024,1,HI,Total Electric Power Industry,Other Gases,0
2024,1,HI,Total Electric Power Industry,Other,"14,571"
2024,1,HI,Total Electric Power Industry,Petroleum,"628,621"
2024,1,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"38,809"
2024,1,HI,Total Electric Power Industry,Other Biomass,"19,877"
2024,1,HI,Total Electric Power Industry,Wind,"37,391"
2024,1,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,973"
2024,1,HI,"Combined Heat and Power, Industrial Power",Total,"19,316"
2024,1,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"5,160"
2024,1,HI,"Combined Heat and Power, Industrial Power",Other Gases,0
2024,1,HI,"Combined Heat and Power, Industrial Power",Petroleum,"14,156"
2024,1,HI,"Combined Heat and Power, Commercial Power",Total,"30,446"
2024,1,HI,"Combined Heat and Power, Commercial Power",Other,"16,435"
2024,1,HI,"Combined Heat and Power, Commercial Power",Petroleum,355
2024,1,HI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,208
2024,1,HI,"Combined Heat and Power, Commercial Power",Other Biomass,"13,448"
2024,1,HI,"Combined Heat and Power, Electric Power",Total,"86,195"
2024,1,HI,"Combined Heat and Power, Electric Power",Petroleum,"86,195"
2024,1,HI,"Electric Generators, Independent Power Producers",Total,"118,879"
2024,1,HI,"Electric Generators, Independent Power Producers",Geothermal,"26,511"
2024,1,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,505
2024,1,HI,"Electric Generators, Independent Power Producers",Other,"-1,864"
2024,1,HI,"Electric Generators, Independent Power Producers",Petroleum,"13,507"
2024,1,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"33,961"
2024,1,HI,"Electric Generators, Independent Power Producers",Other Biomass,"4,894"
2024,1,HI,"Electric Generators, Independent Power Producers",Wind,"37,391"
2024,1,HI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"3,973"
2024,1,HI,"Electric Generators, Electric Utilities",Total,"520,581"
2024,1,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,0
2024,1,HI,"Electric Generators, Electric Utilities",Other,0
2024,1,HI,"Electric Generators, Electric Utilities",Petroleum,"514,407"
2024,1,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"4,639"
2024,1,HI,"Electric Generators, Electric Utilities",Other Biomass,"1,535"
2024,1,IA,Total Electric Power Industry,Total,"6,212,633"
2024,1,IA,Total Electric Power Industry,Coal,"1,823,095"
2024,1,IA,Total Electric Power Industry,Hydroelectric Conventional,"58,149"
2024,1,IA,Total Electric Power Industry,Natural Gas,"885,675"
2024,1,IA,Total Electric Power Industry,Other,0
2024,1,IA,Total Electric Power Industry,Petroleum,"13,200"
2024,1,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"18,684"
2024,1,IA,Total Electric Power Industry,Other Biomass,"14,869"
2024,1,IA,Total Electric Power Industry,Wind,"3,398,960"
2024,1,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2024,1,IA,"Combined Heat and Power, Industrial Power",Total,"172,705"
2024,1,IA,"Combined Heat and Power, Industrial Power",Coal,"112,688"
2024,1,IA,"Combined Heat and Power, Industrial Power",Natural Gas,"55,341"
2024,1,IA,"Combined Heat and Power, Industrial Power",Other,0
2024,1,IA,"Combined Heat and Power, Industrial Power",Petroleum,7
2024,1,IA,"Combined Heat and Power, Industrial Power",Other Biomass,"4,670"
2024,1,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2024,1,IA,"Combined Heat and Power, Commercial Power",Total,"12,379"
2024,1,IA,"Combined Heat and Power, Commercial Power",Coal,617
2024,1,IA,"Combined Heat and Power, Commercial Power",Natural Gas,"9,641"
2024,1,IA,"Combined Heat and Power, Commercial Power",Petroleum,"1,180"
2024,1,IA,"Combined Heat and Power, Commercial Power",Other Biomass,600
2024,1,IA,"Combined Heat and Power, Commercial Power",Wind,340
2024,1,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2024,1,IA,"Combined Heat and Power, Electric Power",Total,0
2024,1,IA,"Combined Heat and Power, Electric Power",Other Biomass,0
2024,1,IA,"Electric Generators, Independent Power Producers",Total,"957,232"
2024,1,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,159
2024,1,IA,"Electric Generators, Independent Power Producers",Natural Gas,73
2024,1,IA,"Electric Generators, Independent Power Producers",Petroleum,94
2024,1,IA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"8,966"
2024,1,IA,"Electric Generators, Independent Power Producers",Other Biomass,"7,282"
2024,1,IA,"Electric Generators, Independent Power Producers",Wind,"940,659"
2024,1,IA,"Electric Generators, Electric Utilities",Total,"5,070,317"
2024,1,IA,"Electric Generators, Electric Utilities",Coal,"1,709,790"
2024,1,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"57,990"
2024,1,IA,"Electric Generators, Electric Utilities",Natural Gas,"820,621"
2024,1,IA,"Electric Generators, Electric Utilities",Other,0
2024,1,IA,"Electric Generators, Electric Utilities",Petroleum,"11,919"
2024,1,IA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"9,718"
2024,1,IA,"Electric Generators, Electric Utilities",Other Biomass,"2,317"
2024,1,IA,"Electric Generators, Electric Utilities",Wind,"2,457,962"
2024,1,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2024,1,ID,Total Electric Power Industry,Total,"1,397,246"
2024,1,ID,Total Electric Power Industry,Coal,555
2024,1,ID,Total Electric Power Industry,Geothermal,"6,737"
2024,1,ID,Total Electric Power Industry,Hydroelectric Conventional,"562,201"
2024,1,ID,Total Electric Power Industry,Natural Gas,"554,317"
2024,1,ID,Total Electric Power Industry,Other,"6,172"
2024,1,ID,Total Electric Power Industry,Petroleum,0
2024,1,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,"32,363"
2024,1,ID,Total Electric Power Industry,Other Biomass,"7,196"
2024,1,ID,Total Electric Power Industry,Wind,"210,822"
2024,1,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"16,885"
2024,1,ID,"Combined Heat and Power, Industrial Power",Total,"42,644"
2024,1,ID,"Combined Heat and Power, Industrial Power",Coal,555
2024,1,ID,"Combined Heat and Power, Industrial Power",Natural Gas,"19,616"
2024,1,ID,"Combined Heat and Power, Industrial Power",Other,"6,172"
2024,1,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,ID,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,142
2024,1,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"16,160"
2024,1,ID,"Combined Heat and Power, Commercial Power",Total,"6,160"
2024,1,ID,"Combined Heat and Power, Commercial Power",Natural Gas,"3,545"
2024,1,ID,"Combined Heat and Power, Commercial Power",Petroleum,0
2024,1,ID,"Combined Heat and Power, Commercial Power",Other Biomass,"2,615"
2024,1,ID,"Combined Heat and Power, Electric Power",Total,"1,452"
2024,1,ID,"Combined Heat and Power, Electric Power",Other Biomass,727
2024,1,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,725
2024,1,ID,"Electric Generators, Independent Power Producers",Total,"462,540"
2024,1,ID,"Electric Generators, Independent Power Producers",Geothermal,"6,737"
2024,1,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"48,204"
2024,1,ID,"Electric Generators, Independent Power Producers",Natural Gas,"184,908"
2024,1,ID,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"21,884"
2024,1,ID,"Electric Generators, Independent Power Producers",Other Biomass,"2,761"
2024,1,ID,"Electric Generators, Independent Power Producers",Wind,"198,047"
2024,1,ID,"Electric Generators, Electric Utilities",Total,"884,451"
2024,1,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"513,997"
2024,1,ID,"Electric Generators, Electric Utilities",Natural Gas,"346,249"
2024,1,ID,"Electric Generators, Electric Utilities",Petroleum,0
2024,1,ID,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"10,337"
2024,1,ID,"Electric Generators, Electric Utilities",Other Biomass,"1,093"
2024,1,ID,"Electric Generators, Electric Utilities",Wind,"12,775"
2024,1,IL,Total Electric Power Industry,Total,"16,519,023"
2024,1,IL,Total Electric Power Industry,Coal,"3,047,242"
2024,1,IL,Total Electric Power Industry,Hydroelectric Conventional,"7,278"
2024,1,IL,Total Electric Power Industry,Natural Gas,"2,302,955"
2024,1,IL,Total Electric Power Industry,Nuclear,"8,844,527"
2024,1,IL,Total Electric Power Industry,Other Gases,"17,507"
2024,1,IL,Total Electric Power Industry,Other,"17,959"
2024,1,IL,Total Electric Power Industry,Petroleum,"1,311"
2024,1,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"89,446"
2024,1,IL,Total Electric Power Industry,Other Biomass,"22,515"
2024,1,IL,Total Electric Power Industry,Wind,"2,168,283"
2024,1,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2024,1,IL,"Combined Heat and Power, Industrial Power",Total,"185,527"
2024,1,IL,"Combined Heat and Power, Industrial Power",Coal,"61,266"
2024,1,IL,"Combined Heat and Power, Industrial Power",Natural Gas,"88,418"
2024,1,IL,"Combined Heat and Power, Industrial Power",Other Gases,"17,507"
2024,1,IL,"Combined Heat and Power, Industrial Power",Other,"18,335"
2024,1,IL,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2024,1,IL,"Combined Heat and Power, Commercial Power",Total,"41,819"
2024,1,IL,"Combined Heat and Power, Commercial Power",Coal,"1,117"
2024,1,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,0
2024,1,IL,"Combined Heat and Power, Commercial Power",Natural Gas,"40,297"
2024,1,IL,"Combined Heat and Power, Commercial Power",Petroleum,8
2024,1,IL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,25
2024,1,IL,"Combined Heat and Power, Commercial Power",Wind,371
2024,1,IL,"Combined Heat and Power, Electric Power",Total,"66,408"
2024,1,IL,"Combined Heat and Power, Electric Power",Natural Gas,"65,798"
2024,1,IL,"Combined Heat and Power, Electric Power",Other Gases,0
2024,1,IL,"Combined Heat and Power, Electric Power",Other Biomass,610
2024,1,IL,"Electric Generators, Independent Power Producers",Total,"15,828,555"
2024,1,IL,"Electric Generators, Independent Power Producers",Coal,"2,822,550"
2024,1,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"3,463"
2024,1,IL,"Electric Generators, Independent Power Producers",Natural Gas,"1,887,071"
2024,1,IL,"Electric Generators, Independent Power Producers",Nuclear,"8,844,527"
2024,1,IL,"Electric Generators, Independent Power Producers",Other,-376
2024,1,IL,"Electric Generators, Independent Power Producers",Petroleum,946
2024,1,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"89,381"
2024,1,IL,"Electric Generators, Independent Power Producers",Other Biomass,"13,943"
2024,1,IL,"Electric Generators, Independent Power Producers",Wind,"2,167,049"
2024,1,IL,"Electric Generators, Electric Utilities",Total,"396,715"
2024,1,IL,"Electric Generators, Electric Utilities",Coal,"162,309"
2024,1,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"3,815"
2024,1,IL,"Electric Generators, Electric Utilities",Natural Gas,"221,370"
2024,1,IL,"Electric Generators, Electric Utilities",Other,0
2024,1,IL,"Electric Generators, Electric Utilities",Petroleum,357
2024,1,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,40
2024,1,IL,"Electric Generators, Electric Utilities",Other Biomass,"7,963"
2024,1,IL,"Electric Generators, Electric Utilities",Wind,863
2024,1,IN,Total Electric Power Industry,Total,"9,600,757"
2024,1,IN,Total Electric Power Industry,Coal,"5,106,484"
2024,1,IN,Total Electric Power Industry,Hydroelectric Conventional,"41,482"
2024,1,IN,Total Electric Power Industry,Natural Gas,"3,188,344"
2024,1,IN,Total Electric Power Industry,Other Gases,"191,844"
2024,1,IN,Total Electric Power Industry,Other,"34,805"
2024,1,IN,Total Electric Power Industry,Petroleum,"10,083"
2024,1,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"71,458"
2024,1,IN,Total Electric Power Industry,Other Biomass,"30,908"
2024,1,IN,Total Electric Power Industry,Wind,"925,350"
2024,1,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2024,1,IN,"Combined Heat and Power, Industrial Power",Total,"448,851"
2024,1,IN,"Combined Heat and Power, Industrial Power",Coal,0
2024,1,IN,"Combined Heat and Power, Industrial Power",Natural Gas,"217,958"
2024,1,IN,"Combined Heat and Power, Industrial Power",Other Gases,"191,844"
2024,1,IN,"Combined Heat and Power, Industrial Power",Other,"34,805"
2024,1,IN,"Combined Heat and Power, Industrial Power",Petroleum,31
2024,1,IN,"Combined Heat and Power, Industrial Power",Other Biomass,"4,213"
2024,1,IN,"Combined Heat and Power, Commercial Power",Total,"18,689"
2024,1,IN,"Combined Heat and Power, Commercial Power",Coal,"4,217"
2024,1,IN,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"1,213"
2024,1,IN,"Combined Heat and Power, Commercial Power",Natural Gas,"12,718"
2024,1,IN,"Combined Heat and Power, Commercial Power",Other,0
2024,1,IN,"Combined Heat and Power, Commercial Power",Petroleum,470
2024,1,IN,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,71
2024,1,IN,"Combined Heat and Power, Commercial Power",Other Biomass,0
2024,1,IN,"Combined Heat and Power, Electric Power",Total,"645,537"
2024,1,IN,"Combined Heat and Power, Electric Power",Coal,"351,068"
2024,1,IN,"Combined Heat and Power, Electric Power",Natural Gas,"294,469"
2024,1,IN,"Combined Heat and Power, Electric Power",Petroleum,0
2024,1,IN,"Electric Generators, Independent Power Producers",Total,"2,282,118"
2024,1,IN,"Electric Generators, Independent Power Producers",Coal,0
2024,1,IN,"Electric Generators, Independent Power Producers",Natural Gas,"1,324,584"
2024,1,IN,"Electric Generators, Independent Power Producers",Petroleum,0
2024,1,IN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"27,360"
2024,1,IN,"Electric Generators, Independent Power Producers",Other Biomass,"4,824"
2024,1,IN,"Electric Generators, Independent Power Producers",Wind,"925,350"
2024,1,IN,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2024,1,IN,"Electric Generators, Electric Utilities",Total,"6,205,561"
2024,1,IN,"Electric Generators, Electric Utilities",Coal,"4,751,199"
2024,1,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"40,269"
2024,1,IN,"Electric Generators, Electric Utilities",Natural Gas,"1,338,614"
2024,1,IN,"Electric Generators, Electric Utilities",Other,0
2024,1,IN,"Electric Generators, Electric Utilities",Petroleum,"9,582"
2024,1,IN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"44,027"
2024,1,IN,"Electric Generators, Electric Utilities",Other Biomass,"21,870"
2024,1,KS,Total Electric Power Industry,Total,"5,279,987"
2024,1,KS,Total Electric Power Industry,Coal,"1,761,970"
2024,1,KS,Total Electric Power Industry,Hydroelectric Conventional,719
2024,1,KS,Total Electric Power Industry,Natural Gas,"395,069"
2024,1,KS,Total Electric Power Industry,Nuclear,"912,547"
2024,1,KS,Total Electric Power Industry,Other,415
2024,1,KS,Total Electric Power Industry,Petroleum,"24,023"
2024,1,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,"4,315"
2024,1,KS,Total Electric Power Industry,Other Biomass,"5,231"
2024,1,KS,Total Electric Power Industry,Wind,"2,175,698"
2024,1,KS,"Combined Heat and Power, Industrial Power",Total,"41,446"
2024,1,KS,"Combined Heat and Power, Industrial Power",Natural Gas,"40,153"
2024,1,KS,"Combined Heat and Power, Industrial Power",Other,415
2024,1,KS,"Combined Heat and Power, Industrial Power",Wind,879
2024,1,KS,"Combined Heat and Power, Commercial Power",Total,"1,086"
2024,1,KS,"Combined Heat and Power, Commercial Power",Wind,"1,086"
2024,1,KS,"Electric Generators, Independent Power Producers",Total,"1,977,800"
2024,1,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,719
2024,1,KS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"3,372"
2024,1,KS,"Electric Generators, Independent Power Producers",Other Biomass,"5,231"
2024,1,KS,"Electric Generators, Independent Power Producers",Wind,"1,968,478"
2024,1,KS,"Electric Generators, Electric Utilities",Total,"3,259,655"
2024,1,KS,"Electric Generators, Electric Utilities",Coal,"1,761,970"
2024,1,KS,"Electric Generators, Electric Utilities",Natural Gas,"354,917"
2024,1,KS,"Electric Generators, Electric Utilities",Nuclear,"912,547"
2024,1,KS,"Electric Generators, Electric Utilities",Petroleum,"24,023"
2024,1,KS,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,943
2024,1,KS,"Electric Generators, Electric Utilities",Wind,"205,255"
2024,1,KY,Total Electric Power Industry,Total,"6,815,615"
2024,1,KY,Total Electric Power Industry,Coal,"4,774,575"
2024,1,KY,Total Electric Power Industry,Hydroelectric Conventional,"465,935"
2024,1,KY,Total Electric Power Industry,Natural Gas,"1,518,248"
2024,1,KY,Total Electric Power Industry,Other,"4,356"
2024,1,KY,Total Electric Power Industry,Petroleum,"7,187"
2024,1,KY,Total Electric Power Industry,Solar Thermal and Photovoltaic,"5,376"
2024,1,KY,Total Electric Power Industry,Other Biomass,"7,866"
2024,1,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,"32,071"
2024,1,KY,"Combined Heat and Power, Industrial Power",Total,"53,678"
2024,1,KY,"Combined Heat and Power, Industrial Power",Natural Gas,"21,607"
2024,1,KY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"32,071"
2024,1,KY,"Combined Heat and Power, Commercial Power",Total,130
2024,1,KY,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,130
2024,1,KY,"Electric Generators, Independent Power Producers",Total,"92,934"
2024,1,KY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,614"
2024,1,KY,"Electric Generators, Independent Power Producers",Natural Gas,"86,667"
2024,1,KY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"3,562"
2024,1,KY,"Electric Generators, Independent Power Producers",Other Biomass,"1,091"
2024,1,KY,"Electric Generators, Electric Utilities",Total,"6,668,874"
2024,1,KY,"Electric Generators, Electric Utilities",Coal,"4,774,575"
2024,1,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"464,320"
2024,1,KY,"Electric Generators, Electric Utilities",Natural Gas,"1,409,975"
2024,1,KY,"Electric Generators, Electric Utilities",Other,"4,356"
2024,1,KY,"Electric Generators, Electric Utilities",Petroleum,"7,187"
2024,1,KY,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,685"
2024,1,KY,"Electric Generators, Electric Utilities",Other Biomass,"6,775"
2024,1,KY,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2024,1,LA,Total Electric Power Industry,Total,"8,644,956"
2024,1,LA,Total Electric Power Industry,Coal,"700,989"
2024,1,LA,Total Electric Power Industry,Hydroelectric Conventional,"94,296"
2024,1,LA,Total Electric Power Industry,Natural Gas,"6,716,696"
2024,1,LA,Total Electric Power Industry,Nuclear,"728,385"
2024,1,LA,Total Electric Power Industry,Other Gases,"155,192"
2024,1,LA,Total Electric Power Industry,Other,"12,026"
2024,1,LA,Total Electric Power Industry,Petroleum,"38,313"
2024,1,LA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"33,407"
2024,1,LA,Total Electric Power Industry,Other Biomass,"7,120"
2024,1,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,"158,534"
2024,1,LA,"Combined Heat and Power, Industrial Power",Total,"2,680,038"
2024,1,LA,"Combined Heat and Power, Industrial Power",Coal,0
2024,1,LA,"Combined Heat and Power, Industrial Power",Natural Gas,"2,354,287"
2024,1,LA,"Combined Heat and Power, Industrial Power",Other Gases,"155,192"
2024,1,LA,"Combined Heat and Power, Industrial Power",Other,"12,026"
2024,1,LA,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,LA,"Combined Heat and Power, Industrial Power",Other Biomass,0
2024,1,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"158,534"
2024,1,LA,"Combined Heat and Power, Commercial Power",Total,"14,459"
2024,1,LA,"Combined Heat and Power, Commercial Power",Natural Gas,"14,459"
2024,1,LA,"Combined Heat and Power, Electric Power",Total,"230,698"
2024,1,LA,"Combined Heat and Power, Electric Power",Natural Gas,"230,698"
2024,1,LA,"Electric Generators, Independent Power Producers",Total,"462,929"
2024,1,LA,"Electric Generators, Independent Power Producers",Coal,"243,739"
2024,1,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"94,296"
2024,1,LA,"Electric Generators, Independent Power Producers",Natural Gas,"86,311"
2024,1,LA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"31,463"
2024,1,LA,"Electric Generators, Independent Power Producers",Other Biomass,"7,120"
2024,1,LA,"Electric Generators, Electric Utilities",Total,"5,256,832"
2024,1,LA,"Electric Generators, Electric Utilities",Coal,"457,250"
2024,1,LA,"Electric Generators, Electric Utilities",Natural Gas,"4,030,941"
2024,1,LA,"Electric Generators, Electric Utilities",Nuclear,"728,385"
2024,1,LA,"Electric Generators, Electric Utilities",Other,0
2024,1,LA,"Electric Generators, Electric Utilities",Petroleum,"38,313"
2024,1,LA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,944"
2024,1,MA,Total Electric Power Industry,Total,"2,147,406"
2024,1,MA,Total Electric Power Industry,Coal,0
2024,1,MA,Total Electric Power Industry,Pumped Storage,"-35,655"
2024,1,MA,Total Electric Power Industry,Hydroelectric Conventional,"98,303"
2024,1,MA,Total Electric Power Industry,Natural Gas,"1,772,444"
2024,1,MA,Total Electric Power Industry,Other,"80,891"
2024,1,MA,Total Electric Power Industry,Petroleum,"34,334"
2024,1,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"100,282"
2024,1,MA,Total Electric Power Industry,Other Biomass,"76,551"
2024,1,MA,Total Electric Power Industry,Wind,"15,973"
2024,1,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"4,282"
2024,1,MA,"Combined Heat and Power, Industrial Power",Total,"11,859"
2024,1,MA,"Combined Heat and Power, Industrial Power",Coal,0
2024,1,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"10,931"
2024,1,MA,"Combined Heat and Power, Industrial Power",Other,0
2024,1,MA,"Combined Heat and Power, Industrial Power",Petroleum,254
2024,1,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,168
2024,1,MA,"Combined Heat and Power, Industrial Power",Wind,506
2024,1,MA,"Combined Heat and Power, Commercial Power",Total,"161,147"
2024,1,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,378
2024,1,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"76,020"
2024,1,MA,"Combined Heat and Power, Commercial Power",Other,"43,021"
2024,1,MA,"Combined Heat and Power, Commercial Power",Petroleum,"2,053"
2024,1,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,455
2024,1,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"37,409"
2024,1,MA,"Combined Heat and Power, Commercial Power",Wind,"1,812"
2024,1,MA,"Combined Heat and Power, Electric Power",Total,"148,766"
