YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2024,1,ND,"Electric Generators, Independent Power Producers",Total,"747,629"
2024,1,ND,"Electric Generators, Independent Power Producers",Wind,"747,629"
2024,1,ND,"Electric Generators, Electric Utilities",Total,"3,101,916"
2024,1,ND,"Electric Generators, Electric Utilities",Coal,"2,341,911"
2024,1,ND,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"120,408"
2024,1,ND,"Electric Generators, Electric Utilities",Natural Gas,"197,859"
2024,1,ND,"Electric Generators, Electric Utilities",Other,"1,503"
2024,1,ND,"Electric Generators, Electric Utilities",Petroleum,"5,810"
2024,1,ND,"Electric Generators, Electric Utilities",Wind,"434,425"
2024,1,NE,Total Electric Power Industry,Total,"3,483,028"
2024,1,NE,Total Electric Power Industry,Coal,"1,742,451"
2024,1,NE,Total Electric Power Industry,Hydroelectric Conventional,"71,189"
2024,1,NE,Total Electric Power Industry,Natural Gas,"197,620"
2024,1,NE,Total Electric Power Industry,Nuclear,"591,939"
2024,1,NE,Total Electric Power Industry,Other,0
2024,1,NE,Total Electric Power Industry,Petroleum,"10,420"
2024,1,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,"4,009"
2024,1,NE,Total Electric Power Industry,Other Biomass,"6,351"
2024,1,NE,Total Electric Power Industry,Wind,"859,049"
2024,1,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2024,1,NE,"Combined Heat and Power, Industrial Power",Total,"30,911"
2024,1,NE,"Combined Heat and Power, Industrial Power",Coal,"29,263"
2024,1,NE,"Combined Heat and Power, Industrial Power",Natural Gas,"1,648"
2024,1,NE,"Combined Heat and Power, Industrial Power",Other,0
2024,1,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0
2024,1,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2024,1,NE,"Combined Heat and Power, Commercial Power",Total,"1,749"
2024,1,NE,"Combined Heat and Power, Commercial Power",Natural Gas,449
2024,1,NE,"Combined Heat and Power, Commercial Power",Other Biomass,"1,300"
2024,1,NE,"Electric Generators, Independent Power Producers",Total,"854,046"
2024,1,NE,"Electric Generators, Independent Power Producers",Other,0
2024,1,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"3,610"
2024,1,NE,"Electric Generators, Independent Power Producers",Wind,"850,436"
2024,1,NE,"Electric Generators, Electric Utilities",Total,"2,596,321"
2024,1,NE,"Electric Generators, Electric Utilities",Coal,"1,713,187"
2024,1,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"71,189"
2024,1,NE,"Electric Generators, Electric Utilities",Natural Gas,"195,523"
2024,1,NE,"Electric Generators, Electric Utilities",Nuclear,"591,939"
2024,1,NE,"Electric Generators, Electric Utilities",Petroleum,"10,420"
2024,1,NE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,399
2024,1,NE,"Electric Generators, Electric Utilities",Other Biomass,"5,051"
2024,1,NE,"Electric Generators, Electric Utilities",Wind,"8,613"
2024,1,NH,Total Electric Power Industry,Total,"1,595,324"
2024,1,NH,Total Electric Power Industry,Coal,"28,596"
2024,1,NH,Total Electric Power Industry,Hydroelectric Conventional,"153,299"
2024,1,NH,Total Electric Power Industry,Natural Gas,"363,820"
2024,1,NH,Total Electric Power Industry,Nuclear,"928,657"
2024,1,NH,Total Electric Power Industry,Other,"3,219"
2024,1,NH,Total Electric Power Industry,Petroleum,"1,821"
2024,1,NH,Total Electric Power Industry,Solar Thermal and Photovoltaic,186
2024,1,NH,Total Electric Power Industry,Other Biomass,"11,318"
2024,1,NH,Total Electric Power Industry,Wind,"42,915"
2024,1,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,"61,494"
2024,1,NH,"Combined Heat and Power, Industrial Power",Total,"2,720"
2024,1,NH,"Combined Heat and Power, Industrial Power",Natural Gas,"2,720"
2024,1,NH,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,NH,"Combined Heat and Power, Commercial Power",Total,"6,605"
2024,1,NH,"Combined Heat and Power, Commercial Power",Natural Gas,"1,488"
2024,1,NH,"Combined Heat and Power, Commercial Power",Petroleum,"1,598"
2024,1,NH,"Combined Heat and Power, Commercial Power",Other Biomass,"3,519"
2024,1,NH,"Electric Generators, Independent Power Producers",Total,"1,584,529"
2024,1,NH,"Electric Generators, Independent Power Producers",Coal,"28,596"
2024,1,NH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"151,829"
2024,1,NH,"Electric Generators, Independent Power Producers",Natural Gas,"359,612"
2024,1,NH,"Electric Generators, Independent Power Producers",Nuclear,"928,657"
2024,1,NH,"Electric Generators, Independent Power Producers",Other,"3,219"
2024,1,NH,"Electric Generators, Independent Power Producers",Petroleum,223
2024,1,NH,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,186
2024,1,NH,"Electric Generators, Independent Power Producers",Other Biomass,"7,799"
2024,1,NH,"Electric Generators, Independent Power Producers",Wind,"42,915"
2024,1,NH,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"61,494"
2024,1,NH,"Electric Generators, Electric Utilities",Total,"1,469"
2024,1,NH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,469"
2024,1,NJ,Total Electric Power Industry,Total,"5,632,250"
2024,1,NJ,Total Electric Power Industry,Coal,0
2024,1,NJ,Total Electric Power Industry,Pumped Storage,"-15,145"
2024,1,NJ,Total Electric Power Industry,Hydroelectric Conventional,442
2024,1,NJ,Total Electric Power Industry,Natural Gas,"2,866,825"
2024,1,NJ,Total Electric Power Industry,Nuclear,"2,556,786"
2024,1,NJ,Total Electric Power Industry,Other Gases,"14,729"
2024,1,NJ,Total Electric Power Industry,Other,"54,492"
2024,1,NJ,Total Electric Power Industry,Petroleum,"8,021"
2024,1,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,"83,551"
2024,1,NJ,Total Electric Power Industry,Other Biomass,"60,713"
2024,1,NJ,Total Electric Power Industry,Wind,"1,837"
2024,1,NJ,"Combined Heat and Power, Industrial Power",Total,"58,282"
2024,1,NJ,"Combined Heat and Power, Industrial Power",Natural Gas,"38,479"
2024,1,NJ,"Combined Heat and Power, Industrial Power",Other Gases,"13,713"
2024,1,NJ,"Combined Heat and Power, Industrial Power",Other,"5,879"
2024,1,NJ,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,NJ,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,211
2024,1,NJ,"Combined Heat and Power, Commercial Power",Total,"100,123"
2024,1,NJ,"Combined Heat and Power, Commercial Power",Natural Gas,"22,568"
2024,1,NJ,"Combined Heat and Power, Commercial Power",Other,"38,617"
2024,1,NJ,"Combined Heat and Power, Commercial Power",Petroleum,49
2024,1,NJ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"6,907"
2024,1,NJ,"Combined Heat and Power, Commercial Power",Other Biomass,"31,982"
2024,1,NJ,"Combined Heat and Power, Electric Power",Total,"630,841"
2024,1,NJ,"Combined Heat and Power, Electric Power",Natural Gas,"620,336"
2024,1,NJ,"Combined Heat and Power, Electric Power",Other Gases,"1,016"
2024,1,NJ,"Combined Heat and Power, Electric Power",Petroleum,30
2024,1,NJ,"Combined Heat and Power, Electric Power",Other Biomass,"9,459"
2024,1,NJ,"Electric Generators, Independent Power Producers",Total,"4,830,774"
2024,1,NJ,"Electric Generators, Independent Power Producers",Coal,0
2024,1,NJ,"Electric Generators, Independent Power Producers",Pumped Storage,"-15,145"
2024,1,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,442
2024,1,NJ,"Electric Generators, Independent Power Producers",Natural Gas,"2,178,896"
2024,1,NJ,"Electric Generators, Independent Power Producers",Nuclear,"2,556,786"
2024,1,NJ,"Electric Generators, Independent Power Producers",Other,"9,996"
2024,1,NJ,"Electric Generators, Independent Power Producers",Petroleum,"7,942"
2024,1,NJ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"70,747"
2024,1,NJ,"Electric Generators, Independent Power Producers",Other Biomass,"19,273"
2024,1,NJ,"Electric Generators, Independent Power Producers",Wind,"1,837"
2024,1,NJ,"Electric Generators, Electric Utilities",Total,"12,232"
2024,1,NJ,"Electric Generators, Electric Utilities",Coal,0
2024,1,NJ,"Electric Generators, Electric Utilities",Natural Gas,"6,546"
2024,1,NJ,"Electric Generators, Electric Utilities",Other,0
2024,1,NJ,"Electric Generators, Electric Utilities",Petroleum,0
2024,1,NJ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"5,686"
2024,1,NM,Total Electric Power Industry,Total,"3,533,376"
2024,1,NM,Total Electric Power Industry,Coal,"940,080"
2024,1,NM,Total Electric Power Industry,Geothermal,"3,852"
2024,1,NM,Total Electric Power Industry,Hydroelectric Conventional,"8,762"
2024,1,NM,Total Electric Power Industry,Natural Gas,"1,115,484"
2024,1,NM,Total Electric Power Industry,Other,"-1,834"
2024,1,NM,Total Electric Power Industry,Petroleum,947
2024,1,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,"186,064"
2024,1,NM,Total Electric Power Industry,Other Biomass,"2,488"
2024,1,NM,Total Electric Power Industry,Wind,"1,277,533"
2024,1,NM,"Combined Heat and Power, Industrial Power",Total,"5,147"
2024,1,NM,"Combined Heat and Power, Industrial Power",Natural Gas,"5,147"
2024,1,NM,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,NM,"Combined Heat and Power, Commercial Power",Total,"8,879"
2024,1,NM,"Combined Heat and Power, Commercial Power",Natural Gas,"8,704"
2024,1,NM,"Combined Heat and Power, Commercial Power",Wind,175
2024,1,NM,"Combined Heat and Power, Electric Power",Total,"1,646"
2024,1,NM,"Combined Heat and Power, Electric Power",Natural Gas,336
2024,1,NM,"Combined Heat and Power, Electric Power",Other Biomass,"1,310"
2024,1,NM,"Electric Generators, Independent Power Producers",Total,"1,604,144"
2024,1,NM,"Electric Generators, Independent Power Producers",Geothermal,"3,852"
2024,1,NM,"Electric Generators, Independent Power Producers",Natural Gas,"378,742"
2024,1,NM,"Electric Generators, Independent Power Producers",Other,"-1,717"
2024,1,NM,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"164,446"
2024,1,NM,"Electric Generators, Independent Power Producers",Other Biomass,"1,178"
2024,1,NM,"Electric Generators, Independent Power Producers",Wind,"1,057,642"
2024,1,NM,"Electric Generators, Electric Utilities",Total,"1,913,560"
2024,1,NM,"Electric Generators, Electric Utilities",Coal,"940,080"
2024,1,NM,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"8,762"
2024,1,NM,"Electric Generators, Electric Utilities",Natural Gas,"722,554"
2024,1,NM,"Electric Generators, Electric Utilities",Other,-117
2024,1,NM,"Electric Generators, Electric Utilities",Petroleum,947
2024,1,NM,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"21,618"
2024,1,NM,"Electric Generators, Electric Utilities",Wind,"219,716"
2024,1,NV,Total Electric Power Industry,Total,"3,646,320"
2024,1,NV,Total Electric Power Industry,Coal,"241,855"
2024,1,NV,Total Electric Power Industry,Geothermal,"377,858"
2024,1,NV,Total Electric Power Industry,Hydroelectric Conventional,"55,548"
2024,1,NV,Total Electric Power Industry,Natural Gas,"2,461,939"
2024,1,NV,Total Electric Power Industry,Other Gases,0
2024,1,NV,Total Electric Power Industry,Other,"-1,392"
2024,1,NV,Total Electric Power Industry,Petroleum,362
2024,1,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,"482,487"
2024,1,NV,Total Electric Power Industry,Other Biomass,"4,186"
2024,1,NV,Total Electric Power Industry,Wind,"23,477"
2024,1,NV,"Combined Heat and Power, Industrial Power",Total,"51,553"
2024,1,NV,"Combined Heat and Power, Industrial Power",Natural Gas,"51,042"
2024,1,NV,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,511
2024,1,NV,"Combined Heat and Power, Commercial Power",Total,"7,251"
2024,1,NV,"Combined Heat and Power, Commercial Power",Natural Gas,"4,990"
2024,1,NV,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"2,261"
2024,1,NV,"Combined Heat and Power, Electric Power",Total,"71,266"
2024,1,NV,"Combined Heat and Power, Electric Power",Natural Gas,"71,266"
2024,1,NV,"Combined Heat and Power, Electric Power",Other Gases,0
2024,1,NV,"Combined Heat and Power, Electric Power",Petroleum,0
2024,1,NV,"Electric Generators, Independent Power Producers",Total,"1,017,272"
2024,1,NV,"Electric Generators, Independent Power Producers",Coal,"139,125"
2024,1,NV,"Electric Generators, Independent Power Producers",Geothermal,"377,858"
2024,1,NV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"4,888"
2024,1,NV,"Electric Generators, Independent Power Producers",Natural Gas,0
2024,1,NV,"Electric Generators, Independent Power Producers",Other,"-3,990"
2024,1,NV,"Electric Generators, Independent Power Producers",Petroleum,51
2024,1,NV,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"471,678"
2024,1,NV,"Electric Generators, Independent Power Producers",Other Biomass,"4,186"
2024,1,NV,"Electric Generators, Independent Power Producers",Wind,"23,477"
2024,1,NV,"Electric Generators, Electric Utilities",Total,"2,498,978"
2024,1,NV,"Electric Generators, Electric Utilities",Coal,"102,730"
2024,1,NV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"50,660"
2024,1,NV,"Electric Generators, Electric Utilities",Natural Gas,"2,334,641"
2024,1,NV,"Electric Generators, Electric Utilities",Other,"2,598"
2024,1,NV,"Electric Generators, Electric Utilities",Petroleum,311
2024,1,NV,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"8,038"
2024,1,NY,Total Electric Power Industry,Total,"11,248,488"
2024,1,NY,Total Electric Power Industry,Coal,0
2024,1,NY,Total Electric Power Industry,Pumped Storage,"-29,407"
2024,1,NY,Total Electric Power Industry,Hydroelectric Conventional,"2,554,338"
2024,1,NY,Total Electric Power Industry,Natural Gas,"5,311,158"
2024,1,NY,Total Electric Power Industry,Nuclear,"2,460,773"
2024,1,NY,Total Electric Power Industry,Other Gases,0
2024,1,NY,Total Electric Power Industry,Other,"78,335"
2024,1,NY,Total Electric Power Industry,Petroleum,"114,297"
2024,1,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,"133,504"
2024,1,NY,Total Electric Power Industry,Other Biomass,"115,568"
2024,1,NY,Total Electric Power Industry,Wind,"494,832"
2024,1,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,"15,089"
2024,1,NY,"Combined Heat and Power, Industrial Power",Total,"85,706"
2024,1,NY,"Combined Heat and Power, Industrial Power",Coal,0
2024,1,NY,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"6,464"
2024,1,NY,"Combined Heat and Power, Industrial Power",Natural Gas,"62,261"
2024,1,NY,"Combined Heat and Power, Industrial Power",Other Gases,0
2024,1,NY,"Combined Heat and Power, Industrial Power",Other,0
2024,1,NY,"Combined Heat and Power, Industrial Power",Petroleum,"1,225"
2024,1,NY,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,551
2024,1,NY,"Combined Heat and Power, Industrial Power",Wind,117
2024,1,NY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"15,089"
2024,1,NY,"Combined Heat and Power, Commercial Power",Total,"202,971"
2024,1,NY,"Combined Heat and Power, Commercial Power",Coal,0
2024,1,NY,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,445
2024,1,NY,"Combined Heat and Power, Commercial Power",Natural Gas,"90,708"
2024,1,NY,"Combined Heat and Power, Commercial Power",Other,"60,557"
2024,1,NY,"Combined Heat and Power, Commercial Power",Petroleum,902
2024,1,NY,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,347
2024,1,NY,"Combined Heat and Power, Commercial Power",Other Biomass,"49,779"
2024,1,NY,"Combined Heat and Power, Commercial Power",Wind,233
2024,1,NY,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2024,1,NY,"Combined Heat and Power, Electric Power",Total,"1,519,229"
2024,1,NY,"Combined Heat and Power, Electric Power",Natural Gas,"1,486,622"
2024,1,NY,"Combined Heat and Power, Electric Power",Other,"17,778"
2024,1,NY,"Combined Heat and Power, Electric Power",Petroleum,283
2024,1,NY,"Combined Heat and Power, Electric Power",Other Biomass,"14,546"
2024,1,NY,"Electric Generators, Independent Power Producers",Total,"6,217,086"
2024,1,NY,"Electric Generators, Independent Power Producers",Coal,0
2024,1,NY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"443,208"
2024,1,NY,"Electric Generators, Independent Power Producers",Natural Gas,"2,611,700"
2024,1,NY,"Electric Generators, Independent Power Producers",Nuclear,"2,460,773"
2024,1,NY,"Electric Generators, Independent Power Producers",Other,0
2024,1,NY,"Electric Generators, Independent Power Producers",Petroleum,"51,335"
2024,1,NY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"132,606"
2024,1,NY,"Electric Generators, Independent Power Producers",Other Biomass,"51,243"
2024,1,NY,"Electric Generators, Independent Power Producers",Wind,"466,221"
2024,1,NY,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2024,1,NY,"Electric Generators, Electric Utilities",Total,"3,223,496"
2024,1,NY,"Electric Generators, Electric Utilities",Coal,0
2024,1,NY,"Electric Generators, Electric Utilities",Pumped Storage,"-29,407"
2024,1,NY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"2,104,221"
2024,1,NY,"Electric Generators, Electric Utilities",Natural Gas,"1,059,867"
2024,1,NY,"Electric Generators, Electric Utilities",Other,0
2024,1,NY,"Electric Generators, Electric Utilities",Petroleum,"60,553"
2024,1,NY,"Electric Generators, Electric Utilities",Wind,"28,262"
2024,1,OH,Total Electric Power Industry,Total,"13,509,786"
2024,1,OH,Total Electric Power Industry,Coal,"3,718,381"
2024,1,OH,Total Electric Power Industry,Hydroelectric Conventional,"55,489"
2024,1,OH,Total Electric Power Industry,Natural Gas,"7,562,200"
2024,1,OH,Total Electric Power Industry,Nuclear,"1,617,487"
2024,1,OH,Total Electric Power Industry,Other Gases,"66,341"
2024,1,OH,Total Electric Power Industry,Other,678
2024,1,OH,Total Electric Power Industry,Petroleum,"84,822"
2024,1,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,"87,403"
2024,1,OH,Total Electric Power Industry,Other Biomass,"10,750"
2024,1,OH,Total Electric Power Industry,Wind,"293,600"
2024,1,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,"12,635"
2024,1,OH,"Combined Heat and Power, Industrial Power",Total,"68,454"
2024,1,OH,"Combined Heat and Power, Industrial Power",Coal,0
2024,1,OH,"Combined Heat and Power, Industrial Power",Natural Gas,"34,465"
2024,1,OH,"Combined Heat and Power, Industrial Power",Other Gases,"12,622"
2024,1,OH,"Combined Heat and Power, Industrial Power",Other,726
2024,1,OH,"Combined Heat and Power, Industrial Power",Petroleum,37
2024,1,OH,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,96
2024,1,OH,"Combined Heat and Power, Industrial Power",Other Biomass,386
2024,1,OH,"Combined Heat and Power, Industrial Power",Wind,"7,923"
2024,1,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"12,199"
2024,1,OH,"Combined Heat and Power, Commercial Power",Total,"23,533"
2024,1,OH,"Combined Heat and Power, Commercial Power",Coal,0
2024,1,OH,"Combined Heat and Power, Commercial Power",Natural Gas,"22,278"
2024,1,OH,"Combined Heat and Power, Commercial Power",Petroleum,65
2024,1,OH,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,266
2024,1,OH,"Combined Heat and Power, Commercial Power",Other Biomass,659
2024,1,OH,"Combined Heat and Power, Commercial Power",Wind,266
2024,1,OH,"Combined Heat and Power, Electric Power",Total,"130,328"
2024,1,OH,"Combined Heat and Power, Electric Power",Coal,0
2024,1,OH,"Combined Heat and Power, Electric Power",Natural Gas,"17,283"
2024,1,OH,"Combined Heat and Power, Electric Power",Other Gases,"53,720"
2024,1,OH,"Combined Heat and Power, Electric Power",Petroleum,"58,889"
2024,1,OH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,436
2024,1,OH,"Electric Generators, Independent Power Producers",Total,"11,749,176"
2024,1,OH,"Electric Generators, Independent Power Producers",Coal,"3,133,577"
2024,1,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"19,545"
2024,1,OH,"Electric Generators, Independent Power Producers",Natural Gas,"6,573,936"
2024,1,OH,"Electric Generators, Independent Power Producers",Nuclear,"1,617,487"
2024,1,OH,"Electric Generators, Independent Power Producers",Other Gases,0
2024,1,OH,"Electric Generators, Independent Power Producers",Other,0
2024,1,OH,"Electric Generators, Independent Power Producers",Petroleum,"23,492"
2024,1,OH,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"86,693"
2024,1,OH,"Electric Generators, Independent Power Producers",Other Biomass,"9,706"
2024,1,OH,"Electric Generators, Independent Power Producers",Wind,"284,741"
2024,1,OH,"Electric Generators, Electric Utilities",Total,"1,538,294"
2024,1,OH,"Electric Generators, Electric Utilities",Coal,"584,804"
2024,1,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"35,944"
2024,1,OH,"Electric Generators, Electric Utilities",Natural Gas,"914,238"
2024,1,OH,"Electric Generators, Electric Utilities",Other,-48
2024,1,OH,"Electric Generators, Electric Utilities",Petroleum,"2,340"
2024,1,OH,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,348
2024,1,OH,"Electric Generators, Electric Utilities",Other Biomass,0
2024,1,OH,"Electric Generators, Electric Utilities",Wind,670
2024,1,OK,Total Electric Power Industry,Total,"8,574,818"
2024,1,OK,Total Electric Power Industry,Coal,"936,459"
2024,1,OK,Total Electric Power Industry,Pumped Storage,"-4,441"
2024,1,OK,Total Electric Power Industry,Hydroelectric Conventional,"226,937"
2024,1,OK,Total Electric Power Industry,Natural Gas,"4,616,852"
2024,1,OK,Total Electric Power Industry,Other,"3,790"
2024,1,OK,Total Electric Power Industry,Petroleum,"3,008"
2024,1,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,"3,627"
2024,1,OK,Total Electric Power Industry,Other Biomass,"6,447"
2024,1,OK,Total Electric Power Industry,Wind,"2,759,001"
2024,1,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,"23,138"
2024,1,OK,"Combined Heat and Power, Industrial Power",Total,"77,513"
2024,1,OK,"Combined Heat and Power, Industrial Power",Coal,"2,818"
2024,1,OK,"Combined Heat and Power, Industrial Power",Natural Gas,"45,259"
2024,1,OK,"Combined Heat and Power, Industrial Power",Petroleum,822
2024,1,OK,"Combined Heat and Power, Industrial Power",Other Biomass,"5,477"
2024,1,OK,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"23,138"
2024,1,OK,"Combined Heat and Power, Commercial Power",Total,-847
2024,1,OK,"Combined Heat and Power, Commercial Power",Natural Gas,-52
2024,1,OK,"Combined Heat and Power, Commercial Power",Other,-437
2024,1,OK,"Combined Heat and Power, Commercial Power",Petroleum,0
2024,1,OK,"Combined Heat and Power, Commercial Power",Other Biomass,-358
2024,1,OK,"Electric Generators, Independent Power Producers",Total,"4,165,420"
2024,1,OK,"Electric Generators, Independent Power Producers",Natural Gas,"1,577,348"
2024,1,OK,"Electric Generators, Independent Power Producers",Other,0
2024,1,OK,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,170
2024,1,OK,"Electric Generators, Independent Power Producers",Other Biomass,"1,328"
2024,1,OK,"Electric Generators, Independent Power Producers",Wind,"2,586,575"
2024,1,OK,"Electric Generators, Electric Utilities",Total,"4,332,731"
2024,1,OK,"Electric Generators, Electric Utilities",Coal,"933,641"
2024,1,OK,"Electric Generators, Electric Utilities",Pumped Storage,"-4,441"
2024,1,OK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"226,937"
2024,1,OK,"Electric Generators, Electric Utilities",Natural Gas,"2,994,298"
2024,1,OK,"Electric Generators, Electric Utilities",Other,"4,227"
2024,1,OK,"Electric Generators, Electric Utilities",Petroleum,"2,185"
2024,1,OK,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"3,457"
2024,1,OK,"Electric Generators, Electric Utilities",Wind,"172,426"
2024,1,OK,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2024,1,OR,Total Electric Power Industry,Total,"5,366,886"
2024,1,OR,Total Electric Power Industry,Geothermal,"15,726"
2024,1,OR,Total Electric Power Industry,Hydroelectric Conventional,"2,302,214"
2024,1,OR,Total Electric Power Industry,Natural Gas,"2,272,409"
2024,1,OR,Total Electric Power Industry,Other,"1,749"
2024,1,OR,Total Electric Power Industry,Petroleum,77
2024,1,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,"72,925"
2024,1,OR,Total Electric Power Industry,Other Biomass,"21,992"
2024,1,OR,Total Electric Power Industry,Wind,"613,131"
2024,1,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,"66,663"
2024,1,OR,"Combined Heat and Power, Industrial Power",Total,"62,095"
2024,1,OR,"Combined Heat and Power, Industrial Power",Natural Gas,"9,625"
2024,1,OR,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,OR,"Combined Heat and Power, Industrial Power",Other Biomass,"1,291"
2024,1,OR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"51,179"
2024,1,OR,"Combined Heat and Power, Commercial Power",Total,"6,273"
2024,1,OR,"Combined Heat and Power, Commercial Power",Natural Gas,"3,852"
2024,1,OR,"Combined Heat and Power, Commercial Power",Petroleum,14
2024,1,OR,"Combined Heat and Power, Commercial Power",Other Biomass,"2,407"
2024,1,OR,"Combined Heat and Power, Electric Power",Total,"653,888"
2024,1,OR,"Combined Heat and Power, Electric Power",Natural Gas,"653,746"
2024,1,OR,"Combined Heat and Power, Electric Power",Other Biomass,142
2024,1,OR,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2024,1,OR,"Electric Generators, Independent Power Producers",Total,"1,042,946"
2024,1,OR,"Electric Generators, Independent Power Producers",Geothermal,"15,726"
2024,1,OR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"14,728"
2024,1,OR,"Electric Generators, Independent Power Producers",Natural Gas,"381,778"
2024,1,OR,"Electric Generators, Independent Power Producers",Other,"1,764"
2024,1,OR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"72,652"
2024,1,OR,"Electric Generators, Independent Power Producers",Other Biomass,"13,341"
2024,1,OR,"Electric Generators, Independent Power Producers",Wind,"527,472"
2024,1,OR,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"15,484"
2024,1,OR,"Electric Generators, Electric Utilities",Total,"3,601,684"
2024,1,OR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"2,287,486"
2024,1,OR,"Electric Generators, Electric Utilities",Natural Gas,"1,223,407"
2024,1,OR,"Electric Generators, Electric Utilities",Other,-15
2024,1,OR,"Electric Generators, Electric Utilities",Petroleum,63
2024,1,OR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,272
2024,1,OR,"Electric Generators, Electric Utilities",Other Biomass,"4,810"
2024,1,OR,"Electric Generators, Electric Utilities",Wind,"85,659"
2024,1,PA,Total Electric Power Industry,Total,"21,747,745"
2024,1,PA,Total Electric Power Industry,Coal,"2,541,958"
2024,1,PA,Total Electric Power Industry,Pumped Storage,"-71,109"
2024,1,PA,Total Electric Power Industry,Hydroelectric Conventional,"315,976"
2024,1,PA,Total Electric Power Industry,Natural Gas,"11,671,018"
2024,1,PA,Total Electric Power Industry,Nuclear,"6,660,205"
2024,1,PA,Total Electric Power Industry,Other Gases,"45,617"
